-2.254687500000000094e-02 -2.014062500000000228e-02
-2.254687500000000094e-02 -1.948437500000000169e-02
-2.254687500000000094e-02 -1.885937500000000114e-02
-2.254687500000000094e-02 -1.821875000000000230e-02
-2.254687500000000094e-02 -1.757812500000000000e-02
-2.253750000000000198e-02 -1.694999999999999979e-02
-2.254687500000000094e-02 -1.629687500000000233e-02
-2.254687500000000094e-02 -1.567187500000000178e-02
-2.254687500000000094e-02 -1.501562500000000119e-02
-2.254687500000000094e-02 -1.439062500000000064e-02
-2.254687500000000094e-02 -1.375000000000000180e-02
-2.254687500000000094e-02 -1.310937500000000124e-02
-2.254687500000000094e-02 -1.248437500000000068e-02
-2.254687500000000094e-02 -1.182812500000000183e-02
-2.254687500000000094e-02 -1.120312500000000128e-02
-2.254687500000000094e-02 -1.054687500000000069e-02
-2.254687500000000094e-02 -9.921875000000001874e-03
-2.254687500000000094e-02 -9.281250000000001305e-03
-2.254687500000000094e-02 -8.640625000000002470e-03
-2.254687500000000094e-02 -8.015625000000001915e-03
-2.254687500000000094e-02 -7.359375000000001332e-03
-2.254687500000000094e-02 -6.734375000000000777e-03
-2.254687500000000094e-02 -6.078125000000000194e-03
-2.254687500000000094e-02 -5.453125000000003109e-03
-2.254687500000000094e-02 -4.812500000000000805e-03
-2.254687500000000094e-02 -4.171875000000001971e-03
-2.254687500000000094e-02 -3.546875000000001416e-03
-2.254687500000000094e-02 -2.890625000000000833e-03
-2.254687500000000094e-02 -2.265625000000000278e-03
-2.254687500000000094e-02 -1.609374999999999695e-03
-2.254687500000000094e-02 -9.843750000000026090e-04
-2.254687500000000094e-02 -3.593750000000020539e-04
-2.254687500000000094e-02 2.968749999999985290e-04
-2.254687500000000094e-02 9.218749999999990841e-04
-2.254687500000000094e-02 1.578124999999999667e-03
-2.254687500000000094e-02 2.203125000000000222e-03
-2.254687500000000094e-02 2.859374999999997335e-03
-2.254687500000000094e-02 3.484374999999997891e-03
-2.255729166666666646e-02 4.119791666666667435e-03
-2.254687500000000094e-02 4.765624999999999029e-03
-2.254687500000000094e-02 5.390624999999999584e-03
-2.254687500000000094e-02 6.046875000000000167e-03
