-1.951562500000000172e-02 -1.951562500000000172e-02
-1.951562500000000172e-02 -1.889062500000000117e-02
-1.951562500000000172e-02 -1.826562500000000061e-02
-1.951562500000000172e-02 -1.767187500000000355e-02
-1.951562500000000172e-02 -1.704687500000000300e-02
-1.951562500000000172e-02 -1.642187500000000244e-02
-1.951562500000000172e-02 -1.579687500000000189e-02
-1.951562500000000172e-02 -1.517187500000000133e-02
-1.951562500000000172e-02 -1.457812500000000080e-02
-1.951562500000000172e-02 -1.395312500000000198e-02
-1.951562500000000172e-02 -1.332812500000000143e-02
-1.951562500000000172e-02 -1.270312500000000087e-02
-1.951562500000000172e-02 -1.207812500000000205e-02
-1.951562500000000172e-02 -1.148437500000000153e-02
-1.951562500000000172e-02 -1.085937500000000097e-02
-1.951562500000000172e-02 -1.023437500000000215e-02
-1.951562500000000172e-02 -9.609375000000001596e-03
-1.951562500000000172e-02 -8.984375000000002776e-03
-1.951562500000000172e-02 -8.390625000000002248e-03
-1.951562500000000172e-02 -7.765625000000001693e-03
-1.951562500000000172e-02 -7.140625000000001138e-03
-1.951562500000000172e-02 -6.515625000000000583e-03
-1.951562500000000172e-02 -5.890625000000000028e-03
-1.951562500000000172e-02 -5.296875000000002970e-03
-1.951562500000000172e-02 -4.671875000000002415e-03
-1.951562500000000172e-02 -4.046875000000001860e-03
-1.951562500000000172e-02 -3.421875000000001305e-03
-1.951562500000000172e-02 -2.796875000000000749e-03
-1.951562500000000172e-02 -2.203125000000000222e-03
-1.951562500000000172e-02 -1.578124999999999667e-03
-1.951562500000000172e-02 -9.531250000000025813e-04
-1.951562500000000172e-02 -3.281250000000020262e-04
-1.951562500000000172e-02 2.968749999999985290e-04
-1.951562500000000172e-02 8.906249999999990563e-04
-1.951562500000000172e-02 1.515624999999999611e-03
-1.951562500000000172e-02 2.140625000000000167e-03
-1.951562500000000172e-02 2.765624999999997252e-03
-1.951562500000000172e-02 3.390624999999997807e-03
-1.951562500000000172e-02 3.984374999999998335e-03
-1.951562500000000172e-02 4.609374999999998890e-03
-1.951562500000000172e-02 5.234374999999999445e-03
-1.951562500000000172e-02 5.859375000000000000e-03
-1.951562500000000172e-02 6.484375000000000555e-03
-1.951562500000000172e-02 7.078124999999997613e-03
-1.951562500000000172e-02 7.703124999999998168e-03
-1.951562500000000172e-02 8.328124999999998723e-03
-1.951562500000000172e-02 8.953124999999999278e-03
-1.951562500000000172e-02 9.578124999999999833e-03
-1.951562500000000172e-02 1.017187499999999689e-02
-1.951562500000000172e-02 1.079687499999999745e-02
-1.951562500000000172e-02 1.142187499999999800e-02
-1.951562500000000172e-02 1.204687499999999856e-02
-1.951562500000000172e-02 1.267187499999999911e-02
-1.951562500000000172e-02 1.326562499999999617e-02
-1.951562500000000172e-02 1.389062499999999672e-02
-1.951562500000000172e-02 1.451562499999999728e-02
-1.951562500000000172e-02 1.514062499999999784e-02
-1.951562500000000172e-02 1.576562499999999839e-02
-1.951562500000000172e-02 1.635937499999999545e-02
-1.951562500000000172e-02 1.698437499999999600e-02
-1.951562500000000172e-02 1.760937499999999656e-02
-1.951562500000000172e-02 1.823437499999999711e-02
-1.951562500000000172e-02 1.885937499999999767e-02
-1.951562500000000172e-02 1.945312500000000167e-02
-1.889062500000000117e-02 -1.951562500000000172e-02
-1.889062500000000117e-02 -1.889062500000000117e-02
-1.889062500000000117e-02 -1.826562500000000061e-02
-1.889062500000000117e-02 -1.767187500000000355e-02
-1.889062500000000117e-02 -1.704687500000000300e-02
-1.889062500000000117e-02 -1.642187500000000244e-02
-1.889062500000000117e-02 -1.579687500000000189e-02
-1.889062500000000117e-02 -1.517187500000000133e-02
-1.889062500000000117e-02 -1.457812500000000080e-02
-1.889062500000000117e-02 -1.395312500000000198e-02
-1.889062500000000117e-02 -1.332812500000000143e-02
-1.889062500000000117e-02 -1.270312500000000087e-02
-1.889062500000000117e-02 -1.207812500000000205e-02
-1.889062500000000117e-02 -1.148437500000000153e-02
-1.889062500000000117e-02 -1.085937500000000097e-02
-1.889062500000000117e-02 -1.023437500000000215e-02
-1.889062500000000117e-02 -9.609375000000001596e-03
-1.889062500000000117e-02 -8.984375000000002776e-03
-1.889062500000000117e-02 -8.390625000000002248e-03
-1.889062500000000117e-02 -7.765625000000001693e-03
-1.889062500000000117e-02 -7.140625000000001138e-03
-1.889062500000000117e-02 -6.515625000000000583e-03
-1.889062500000000117e-02 -5.890625000000000028e-03
-1.889062500000000117e-02 -5.296875000000002970e-03
-1.889062500000000117e-02 -4.671875000000002415e-03
-1.889062500000000117e-02 -4.046875000000001860e-03
-1.889062500000000117e-02 -3.421875000000001305e-03
-1.889062500000000117e-02 -2.796875000000000749e-03
-1.889062500000000117e-02 -2.203125000000000222e-03
-1.889062500000000117e-02 -1.578124999999999667e-03
-1.889062500000000117e-02 -9.531250000000025813e-04
-1.889062500000000117e-02 -3.281250000000020262e-04
-1.889062500000000117e-02 2.968749999999985290e-04
